,filename,artist,title
57627,19852.jpg,Paul Gauguin,The Seine at the Pont d'Iena
57686,33236.jpg,Jean-Baptiste-Camille Corot,Landscape with Peasant Girl
57719,20664.jpg,Paul Gauguin,Mandolina and Flowers
57807,35473.jpg,Jean-Baptiste-Camille Corot,Trees and Rocks at La Serpentara
57920,13508.jpg,Martiros Saryan,Fellah village
58504,17792.jpg,Jean-Baptiste-Camille Corot,"Two Italians, an Old Man and a Young Boy"
58549,100281.jpg,Martiros Saryan,Enchantment of the Sun
58622,100547.jpg,Pyotr Konchalovsky,Portrait of V. V. Ivanov
58638,24946.jpg,Pyotr Konchalovsky,The bridge of the Apostles in Venice
58786,19699.jpg,Paul Gauguin,The rider in front of the hub
58965,28477.jpg,Pyotr Konchalovsky,Study
59079,100786.jpg,Martiros Saryan,Mount Ararat
59289,3322.jpg,Pyotr Konchalovsky,Still Life. Pantry.
59458,17712.jpg,Jean-Baptiste-Camille Corot,Rocks at Civita Castellana
59497,31850.jpg,Pyotr Konchalovsky,Portrait of the son
59807,19387.jpg,Martiros Saryan,Portrait of Avetik Isahakyan
60174,32822.jpg,Pyotr Konchalovsky,Still Life with a Coffeepot
60594,2090.jpg,Paul Gauguin,The moment of truth I
60687,28320.jpg,Martiros Saryan,Illustration to 'Armenian folk tales'
60797,101460.jpg,Martiros Saryan,Aragats
61115,30180.jpg,Martiros Saryan,Still life
61181,33996.jpg,Pyotr Konchalovsky,Portrait of the historian Nikolai Alexandrovich Geynike
62051,24780.jpg,Pyotr Konchalovsky,Workbench
62072,101688.jpg,Paul Gauguin,Words of the Devil
62145,15238.jpg,Martiros Saryan,Illustration to 'Armenian folk tales'
62361,38573.jpg,Jean-Baptiste-Camille Corot,The Cart
62369,28546.jpg,Martiros Saryan,Flowers of Sevan Pass
62574,34243.jpg,Martiros Saryan,Illustration to 'Armenian folk tales'
62618,3468.jpg,Martiros Saryan,Illustration to 'Armenian folk tales'
62778,24925.jpg,Pyotr Konchalovsky,Essentuki
63121,37828.jpg,Paul Gauguin,Portrait of William Molard
63286,34156.jpg,Paul Gauguin,Fire Dance
63399,37344.jpg,Pyotr Konchalovsky,Still life with red gladioli
63850,23898.jpg,Pyotr Konchalovsky,Still Life with a Samovar
63935,10588.jpg,Pyotr Konchalovsky,Bathing boys
64009,35222.jpg,Pyotr Konchalovsky,Margot is dancing
64097,13264.jpg,Pyotr Konchalovsky,Leningrad. Neva.
64166,30908.jpg,Pyotr Konchalovsky,Murmansk. Tulomstroy. Spillway.
64503,32579.jpg,Pyotr Konchalovsky,Begonias
64523,15352.jpg,Martiros Saryan,Ararat
64741,32478.jpg,Pyotr Konchalovsky,Esther
64779,36332.jpg,Pyotr Konchalovsky,Still Life. Flowers in pink.
65293,23509.jpg,Pyotr Konchalovsky,Veranda. Essentuki.
65519,11852.jpg,Pyotr Konchalovsky,Still Life. Apples on a table near the stove.
65893,30682.jpg,Pyotr Konchalovsky,Crimea. Alupka.
66115,35646.jpg,Pyotr Konchalovsky,Still Life. Candlestick and pear.
66548,15051.jpg,Pyotr Konchalovsky,Katya with grains
66644,14899.jpg,Pyotr Konchalovsky,Female nude
66708,26876.jpg,Pyotr Konchalovsky,Lilac
67666,100496.jpg,Pyotr Konchalovsky,Still Life. Four bouquets on the table and watering can.
69456,101334.jpg,Jean-Baptiste-Camille Corot,Orpheus Lamenting Eurydice
71287,17308.jpg,Pyotr Konchalovsky,"Costume design for the opera Don Giovanni by Wolfgang Amadeus Mozart, 'Don Giovanni'"
71494,101647.jpg,Jean-Baptiste-Camille Corot,View near Epernon
71753,18530.jpg,Jean-Baptiste-Camille Corot,"Dinan, a gate of  the town"
72172,26529.jpg,Pyotr Konchalovsky,Venice. Rialto Bridge.
73249,1744.jpg,Pyotr Konchalovsky,A Bridge. The Vorya River. Abramtsevo.
73339,102527.jpg,Pyotr Konchalovsky,Still Life. Beer and roach.
73484,36996.jpg,Jean-Baptiste-Camille Corot,The Dreamer
73717,21042.jpg,Jean-Baptiste-Camille Corot,Ville d'Avray
73805,27853.jpg,Pyotr Konchalovsky,Apples on the window
73890,21588.jpg,Pyotr Konchalovsky,Bridge in Abramtsevo
74001,15439.jpg,Pyotr Konchalovsky,Portrait of S. P. Konchalovsky with her daughter
74003,10044.jpg,Pyotr Konchalovsky,Still Life. Morning Lilac.
74527,31375.jpg,Pyotr Konchalovsky,Cassis. Ships.
74631,35296.jpg,Pyotr Konchalovsky,Rural Landscape
74759,1957.jpg,Pyotr Konchalovsky,Bridge
75026,29025.jpg,Pyotr Konchalovsky,Not expected
75910,36491.jpg,Pyotr Konchalovsky,Pasha on flowers
76003,22982.jpg,Pyotr Konchalovsky,A house in Belkino
76058,39036.jpg,Pyotr Konchalovsky,The trees behind the fence
76103,24332.jpg,Pyotr Konchalovsky,The construction of bathhouse
76162,10886.jpg,Pyotr Konchalovsky,A boy with a cock
76166,29333.jpg,Pyotr Konchalovsky,The river. Leafless trees.
76220,24061.jpg,Pyotr Konchalovsky,Kazbek
76222,34963.jpg,Pyotr Konchalovsky,Still Life. Oranges and radishes. Kislovodsk.
76224,29046.jpg,Pyotr Konchalovsky,Herd
76271,39892.jpg,Pyotr Konchalovsky,Krylatskoye. Autumn.
76429,34790.jpg,Pyotr Konchalovsky,Still Life. Lilacs 'Pyotr Konchalovsky'.
76461,32246.jpg,Pyotr Konchalovsky,Pine tree
76479,28707.jpg,Pyotr Konchalovsky,Still Life. Bird cherry.
76512,23286.jpg,Pyotr Konchalovsky,Venice. Palazzo Ducale.
76555,38174.jpg,Pyotr Konchalovsky,Bridge
76600,24678.jpg,Pyotr Konchalovsky,Portrait art critic Capitolina Vladimirovna Frolova
76601,21105.jpg,Pyotr Konchalovsky,Lilac in the wicker chair
76687,11471.jpg,Pyotr Konchalovsky,"Portrait of Pyotr Konchalovsky, the son of the artist"
76799,103139.jpg,Pyotr Konchalovsky,Airedale
76863,15395.jpg,Pyotr Konchalovsky,Rocks in Sorrento
76867,37742.jpg,Pyotr Konchalovsky,Marcus Aurelius (Rome Capitol)
76966,38625.jpg,Pyotr Konchalovsky,Portrait of Angelina Borisovna Kemenova
77054,32013.jpg,Pyotr Konchalovsky,The road. Dry wood.
77055,1692.jpg,Pyotr Konchalovsky,Spinner
77153,25195.jpg,Pyotr Konchalovsky,Lilacs
77203,29154.jpg,Pyotr Konchalovsky,The window. Balsams.
77204,15947.jpg,Pyotr Konchalovsky,Spring. Open door on the balcony.
77262,14075.jpg,Pyotr Konchalovsky,Still Life. Begonias.
77265,25848.jpg,Pyotr Konchalovsky,"Pines, lit by the sun"
77434,21216.jpg,Pyotr Konchalovsky,Balaklava. Window to the sea.
77479,35337.jpg,Pyotr Konchalovsky,Still Life. Flowers in the banks. Begonias.
77481,29328.jpg,Pyotr Konchalovsky,Portrait of Pascar
77553,10635.jpg,Pyotr Konchalovsky,The head of Frenchwoman
77555,2788.jpg,Pyotr Konchalovsky,Portrait of a historian V. S. Protopopov
77667,31560.jpg,Pyotr Konchalovsky,House of bullfighting amateur 
77668,39377.jpg,Pyotr Konchalovsky,Bouquet of flowers
77715,25164.jpg,Pyotr Konchalovsky,Crimea. Cypress.
77752,37569.jpg,Pyotr Konchalovsky,Still Life. Lilacs in a basket.
77757,13943.jpg,Pyotr Konchalovsky,Still Life with a fly. Every victuals.
77807,101511.jpg,Pyotr Konchalovsky,Paris. The boy with the apple. (Portrait of Mikhail Petrovich Konchalovsky).
77809,37915.jpg,Pyotr Konchalovsky,Under the trees
